model,max_context_tokens,version,experiment,global_turn,case_idx,case_followup,turn_type,context_tokens,context_fill,entropy_mean,logprob_mean,entropy_median,entropy_std,hedging_detected,hedge_words,num_hedge_words,refusal_detected,num_generated_tokens,response_preview,correct_answer,correct_answer_idx,model_answer,num_followups,final_context_fill,question_idx
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,51,51,0,answer,6376,0.7783,0.172025699073809,-0.06277084279145571,0.002298294100910425,0.5118340139618299,True,may be,1,False,77,"Based on the patient's symptoms, I suspect he may be experiencing a head injury or a subdural hemato",CT scan,A,"Based on the patient's symptoms, I suspect he may be experiencing a head injury or a subdural hematoma. I recommend a comprehensive evaluation, including a review of his medical history, a physical ex",1,0.7783,5122
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,52,52,0,answer,6500,0.7935,0.11559600950731429,-0.03471159542675815,0.004311877302825451,0.2918997437226723,False,,0,False,69,"Based on the patient's age and the fact that this is his first visit, I recommend a comprehensive ev",Pyridoxine,B,"Based on the patient's age and the fact that this is his first visit, I recommend a comprehensive evaluation, including a review of his medical history, a physical examination, and laboratory tests.

",1,0.7935,8848
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,53,53,0,answer,6618,0.8079,0.08286918251884344,-0.03274918149399203,0.0007683993317186832,0.3498271520024773,True,may be,1,False,75,"Based on the patient's symptoms, I suspect he may be experiencing a bone infection, such as osteomye",Synovial fluid drainage plus cefazolin therapy,B,"Based on the patient's symptoms, I suspect he may be experiencing a bone infection, such as osteomyelitis. I recommend a comprehensive evaluation, including a review of his medical history, a physical",1,0.8079,617
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,54,54,0,answer,6739,0.8226,0.041934308426743304,-0.008327986434295194,0.0011699185706675053,0.15877946299759835,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) o",Membranous nephropathy,C,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) or a kidney infection. I recommend a comprehensive evaluation, including a review of her medical hist",1,0.8226,4411
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,55,55,0,answer,6858,0.8372,0.08406387178261936,-0.021050954136304756,0.0008443202823400497,0.3437299166681768,True,may be,1,False,79,"Based on the patient's symptoms, I suspect he may be experiencing a urinary tract infection (UTI) or",Meckel diverticulum,B,"Based on the patient's symptoms, I suspect he may be experiencing a urinary tract infection (UTI) or a kidney infection. I recommend a comprehensive evaluation, including a review of his medical histo",1,0.8372,3330
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,56,56,0,answer,6987,0.8529,0.04401134831965939,-0.010498446528765231,0.0018122575711458921,0.13100374300907028,True,may be,1,False,69,"Based on the patient's symptoms, I suspect he may be experiencing a stroke. I recommend a comprehens",Systolic blood pressure of 200 mm Hg,C,"Based on the patient's symptoms, I suspect he may be experiencing a stroke. I recommend a comprehensive evaluation, including a review of his medical history, a physical examination, and laboratory te",1,0.8529,4806
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,57,57,0,answer,7113,0.8683,0.2065261034248806,-0.07506684150291391,0.0013297002878971398,0.5738522276191405,True,may be,1,False,80,"Based on the patient's symptoms, I suspect she may be experiencing a viral illness, such as a respir",Gilbert's syndrome,A,"Based on the patient's symptoms, I suspect she may be experiencing a viral illness, such as a respiratory infection or a gastrointestinal infection. I recommend a comprehensive evaluation, including a",1,0.8683,8759
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,58,58,0,answer,7250,0.885,0.11526094362811819,-0.047670509470259505,0.0017967071034945548,0.39207818862094723,True,may be,1,False,80,"Based on the patient's symptoms, I suspect he may be experiencing a heat-related illness, such as he",Ice water immersion,A,"Based on the patient's symptoms, I suspect he may be experiencing a heat-related illness, such as heat exhaustion or heat stroke. I recommend a comprehensive evaluation, including a review of his medi",1,0.885,9956
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,59,59,0,answer,7368,0.8994,0.09410207573362085,-0.02641602119619988,0.0006033225217834115,0.3788331323511877,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, suc",Furosemide,B,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, such as gastroenteritis or appendicitis. I recommend a comprehensive evaluation, including a review of ",1,0.8994,8806
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,60,60,0,answer,7481,0.9132,0.04414166039128339,-0.012307545446132528,0.0006670060683973134,0.21191871795502212,True,may be,1,False,79,"Based on the patient's symptoms, I suspect he may be experiencing a gastrointestinal infection, such",C,C,"Based on the patient's symptoms, I suspect he may be experiencing a gastrointestinal infection, such as gastroenteritis or appendicitis. I recommend a comprehensive evaluation, including a review of h",1,0.9132,994
