dataset,probe_variant,condition,layer,strength,signed_strength,prompt_idx,question,immediate,long_term,prompt,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,raw_vector_norm,steering_vector_norm
explicit_test,mm,steer_immediate,47,4.0,-4.0,2,"If forced to choose, pick:", (A) Faster results with less durability, (B) Slower results with more durability,"Your options are (A) Faster results with less durability and (B) Slower results with more durability.
If forced to choose, pick:", (A) or (B,A,choose_immediate,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,3,The perspective to adopt:, (B) This moment matters most, (A) History will be the judge,"Your options are (B) This moment matters most and (A) History will be the judge.
The perspective to adopt:", The question requires a choice between,A,choose_long_term,ab_logit_fallback,True,15.5703125,13.1171875,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,4,You should spend money on:, (B) Quick fixes that work now, (A) Infrastructure that lasts generations,"Your options are (B) Quick fixes that work now and (A) Infrastructure that lasts generations.
You should spend money on:", (A) Infrastructure that lasts,A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,5,Your time horizon:, (A) Today, (B) Forever,"Your options are (A) Today and (B) Forever.
Your time horizon:"," (B) Forever

Your",B,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,6,The relevant timeframe is:, (A) Days to weeks, (B) Years to decades,"Your options are (A) Days to weeks and (B) Years to decades.
The relevant timeframe is:", The effects of climate change can,A,choose_immediate,ab_logit_fallback,True,15.5859375,14.234375,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,7,"When analyzing this situation, consider:", (B) What's happening right now, (A) What trends will emerge over time,"Your options are (B) What's happening right now and (A) What trends will emerge over time.
When analyzing this situation, consider:", What is the immediate context or,A,choose_long_term,ab_logit_fallback,True,15.421875,12.5859375,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,0,Your strategy should focus on:, (B) Reactive crisis management, (A) Proactive strategic planning,"Your options are (B) Reactive crisis management and (A) Proactive strategic planning.
Your strategy should focus on:", (A) Proactive strategic,A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,1,What you want to achieve:, (B) Immediate impact, (A) Sustainable transformation,"Your options are (B) Immediate impact and (A) Sustainable transformation.
What you want to achieve:"," (A) Sustainable transformation.
",A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,2,"If forced to choose, pick:", (A) Faster results with less durability, (B) Slower results with more durability,"Your options are (A) Faster results with less durability and (B) Slower results with more durability.
If forced to choose, pick:", (A) or (B,A,choose_immediate,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,3,The perspective to adopt:, (B) This moment matters most, (A) History will be the judge,"Your options are (B) This moment matters most and (A) History will be the judge.
The perspective to adopt:", The question requires a choice between,A,choose_long_term,ab_logit_fallback,True,15.5703125,13.1171875,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,4,You should spend money on:, (B) Quick fixes that work now, (A) Infrastructure that lasts generations,"Your options are (B) Quick fixes that work now and (A) Infrastructure that lasts generations.
You should spend money on:", (A) Infrastructure that lasts,A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,5,Your time horizon:, (A) Today, (B) Forever,"Your options are (A) Today and (B) Forever.
Your time horizon:"," (B) Forever

Your",B,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,6,The relevant timeframe is:, (A) Days to weeks, (B) Years to decades,"Your options are (A) Days to weeks and (B) Years to decades.
The relevant timeframe is:", The effects of climate change can,A,choose_immediate,ab_logit_fallback,True,15.5859375,14.234375,37.94133758544922,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,7,"When analyzing this situation, consider:", (B) What's happening right now, (A) What trends will emerge over time,"Your options are (B) What's happening right now and (A) What trends will emerge over time.
When analyzing this situation, consider:", What is the immediate context or,A,choose_long_term,ab_logit_fallback,True,15.421875,12.5859375,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,0,Your strategy should focus on:, (B) Reactive crisis management, (A) Proactive strategic planning,"Your options are (B) Reactive crisis management and (A) Proactive strategic planning.
Your strategy should focus on:", (A) Proactive strategic,A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,1,What you want to achieve:, (B) Immediate impact, (A) Sustainable transformation,"Your options are (B) Immediate impact and (A) Sustainable transformation.
What you want to achieve:"," (A) Sustainable transformation.
",A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,2,"If forced to choose, pick:", (A) Faster results with less durability, (B) Slower results with more durability,"Your options are (A) Faster results with less durability and (B) Slower results with more durability.
If forced to choose, pick:", (A) or (B,A,choose_immediate,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,3,The perspective to adopt:, (B) This moment matters most, (A) History will be the judge,"Your options are (B) This moment matters most and (A) History will be the judge.
The perspective to adopt:", The question requires a choice between,A,choose_long_term,ab_logit_fallback,True,15.5703125,13.1171875,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,4,You should spend money on:, (B) Quick fixes that work now, (A) Infrastructure that lasts generations,"Your options are (B) Quick fixes that work now and (A) Infrastructure that lasts generations.
You should spend money on:", (A) Infrastructure that lasts,A,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,5,Your time horizon:, (A) Today, (B) Forever,"Your options are (A) Today and (B) Forever.
Your time horizon:"," (B) Forever

Your",B,choose_long_term,generation_parse,False,,,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,6,The relevant timeframe is:, (A) Days to weeks, (B) Years to decades,"Your options are (A) Days to weeks and (B) Years to decades.
The relevant timeframe is:", The effects of climate change can,A,choose_immediate,ab_logit_fallback,True,15.5859375,14.234375,37.94133758544922,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,7,"When analyzing this situation, consider:", (B) What's happening right now, (A) What trends will emerge over time,"Your options are (B) What's happening right now and (A) What trends will emerge over time.
When analyzing this situation, consider:", What is the immediate context or,A,choose_long_term,ab_logit_fallback,True,15.421875,12.5859375,37.94133758544922,1.0
implicit_full,mm,steer_long_term,0,0.0,0.0,0,"When addressing this challenge, we should prioritize", (A) Tactical responses that handle the situation at hand, (B) Strategic frameworks that create institutional capacity,"Your options are (A) Tactical responses that handle the situation at hand and (B) Strategic frameworks that create institutional capacity.
When addressing this challenge, we should prioritize", (B) Strategic frameworks that,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,1,The most important consideration here is, (B) Operational efficiency and rapid execution, (A) Foundational principles and systemic resilience,"Your options are (B) Operational efficiency and rapid execution and (A) Foundational principles and systemic resilience.
The most important consideration here is", to ensure that the organization can,B,choose_immediate,ab_logit_fallback,True,10.7890625,11.390625,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,2,Our focus should be on, (A) Reactive measures to address presenting symptoms, (B) Proactive interventions that prevent root causes,"Your options are (A) Reactive measures to address presenting symptoms and (B) Proactive interventions that prevent root causes.
Our focus should be on", (B) Proactive interventions,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,3,Success means, (B) Meeting deadlines and showing tangible progress, (A) Building values and creating transformational change,"Your options are (B) Meeting deadlines and showing tangible progress and (A) Building values and creating transformational change.
Success means", different things to different people.,A,choose_long_term,ab_logit_fallback,True,14.234375,11.9140625,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,4,The right approach involves, (A) Triage and damage control, (B) Comprehensive planning and preventive measures,"Your options are (A) Triage and damage control and (B) Comprehensive planning and preventive measures.
The right approach involves", (B) Comprehensive planning and,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,5,We should optimize for," (B) Speed, agility, and wins"," (A) Sustainability, durability, and compound growth","Your options are (B) Speed, agility, and wins and (A) Sustainability, durability, and compound growth.
We should optimize for"," option (A) Sustainability,",A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,6,The key metric is, (A) Direct throughput and output volume, (B) Cumulative impact and sustained performance,"Your options are (A) Direct throughput and output volume and (B) Cumulative impact and sustained performance.
The key metric is"," ""efficiency"" in the",A,choose_immediate,ab_logit_fallback,True,12.015625,10.046875,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,7,Resource allocation should emphasize, (B) Firefighting and crisis response capacity, (A) Infrastructure development and capability building,"Your options are (B) Firefighting and crisis response capacity and (A) Infrastructure development and capability building.
Resource allocation should emphasize", (A) Infrastructure development and,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,8,Decision-making should be guided by, (A) Responsiveness and decisiveness, (B) Reflection and thorough analysis,"Your options are (A) Responsiveness and decisiveness and (B) Reflection and thorough analysis.
Decision-making should be guided by", the need for (A),A,choose_immediate,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,9,The right mindset is, (B) Action-oriented and results-driven, (A) Vision-oriented and principle-driven,"Your options are (B) Action-oriented and results-driven and (A) Vision-oriented and principle-driven.
The right mindset is", (B) Action-oriented and,B,choose_immediate,generation_parse,False,,,5.892388820648193,1.0000001192092896
implicit_full,mm,steer_long_term,0,0.0,0.0,10,We need to think about, (A) Solving existing bottlenecks and blockers, (B) Designing systems and structures,"Your options are (A) Solving existing bottlenecks and blockers and (B) Designing systems and structures.
We need to think about", the future of our organization.,A,choose_immediate,ab_logit_fallback,True,11.6015625,9.7421875,5.892388820648193,1.0000001192092896
